ID TERMO,PRATICAS VEDADAS,JUSTIFICATIVA,Unnamed: 3,Unnamed: 4,N_PALAVRAS
317196,11,"8/11/2021, eu recebi uma lWAHSAPP em meu telefone celular de número , de um senhor [número ddd (32) NAO se identificou como ""DANIELA"" representante da PROMOTORIA CAMPOS LTDAe que estava prestando serviços para o BANCO ITAU O representante me informou que o motivo do contato seria que o Banco ITAU estava querendo comprar minha dívida com o banco SANTANDER. O representante do Banco me informou que tinha em mãos informações a respeito de um contrato de empréstimo consignado que EU tenho com o Banco SANTANDER, FUI VITIMA SANTADE inclusive descreveu todas as características como número do contrato, quantidade de parcelas pagas e a vencer, valor da parcela, etc. De posse dessas informações, ele me disse que o BANCO ITAU que me compraria essa dívida e eu pagaria uma parcela menor do que o valor da prestação cobrada pelo Banco Santander, e pagaria o mesmo número de parcelas. Como os bancos costumam comprar dívidas, eu acreditei no que o representante me disse. representante falou que o BANCO ITAU iria entrar em contato comigo para confirmar a operação, validar os dados pessoais e os valores. Garantiu que a operação só seria liberada/validada após esse procedimento e que era imprescindível que os dados fossem confirmados conforme o acordo prévio com ele, sob pena de invalidar a operação. Disse que após a confirmação feita pelo BANCO ITAU ele enviaria o link do BANCO ITAU p/ fazer a biometria facial, recebi o link com os dados do BANCO ITAU, e por isso acreditei. Ao me ligar, questionei sobre selecionar no SIGEPE a opção novo contrato e não portabilidade, já que o banco estava comprando minha dívida, mas fui informada que o BANCO ITAU trabalha com amortização de saldo devedor por isso entraria como CONTRATO NOVO e o valor cobrado será menor que minha parcela anterior. Questionei sobre o desconto: como seria realizado e se essa operação se tratava realmente de PORTABILIDADE? Como seria confirmada pelo Banco? Ela afirmou categoricamente que sim: SERIA CONTRATO DE PORTABILIDADE e que no mês seguinte à operação, o desconto em nome do Banco Santander deixaria de ser re1,alizado e apenas seria descontado em folha o valor de 3 PRESTACAO ,Em nome do BANCO ITAU. O representante informou que me enviaria um boleto p/ devolução do valor creditado pelo BANCO ITAU o valor não entrar como nova dívida. t Hoje RECEBEI RH NO MEU TRABALHO ME MOSTROU CONTRA CHEGQUE ACONTECEU 3PRESTACAO DESCONTADO FOLHA CONTRA CHEQE NAO FUI FIZ NAO ACONTECE PROVALMENTE FOI PESSOA PRESTACAO contato c novamente informando que no meu contracheque estou com Três dívidas de empréstimo. O representante informou que o BANCO Itaú possui vários processos de contrato e a medida em que os contratos vão sendo encerrados , o banco vai receber a minha ficha como compra de dívida, por este motivo estou recebendo em meu contracheque a cobrança de duas dívidas. Disse que o valor que foi depositado Disse que o valor que foi depositado pelo Disse que o valor que foi depositado pelo BANCO ita",,,499
317196,12,"8/11/2021, eu recebi uma lWAHSAPP em meu telefone celular de número , de um senhor [número ddd (32) NAO se identificou como ""DANIELA"" representante da PROMOTORIA CAMPOS LTDAe que estava prestando serviços para o BANCO ITAU O representante me informou que o motivo do contato seria que o Banco ITAU estava querendo comprar minha dívida com o banco SANTANDER. O representante do Banco me informou que tinha em mãos informações a respeito de um contrato de empréstimo consignado que EU tenho com o Banco SANTANDER, FUI VITIMA SANTADE inclusive descreveu todas as características como número do contrato, quantidade de parcelas pagas e a vencer, valor da parcela, etc. De posse dessas informações, ele me disse que o BANCO ITAU que me compraria essa dívida e eu pagaria uma parcela menor do que o valor da prestação cobrada pelo Banco Santander, e pagaria o mesmo número de parcelas. Como os bancos costumam comprar dívidas, eu acreditei no que o representante me disse. representante falou que o BANCO ITAU iria entrar em contato comigo para confirmar a operação, validar os dados pessoais e os valores. Garantiu que a operação só seria liberada/validada após esse procedimento e que era imprescindível que os dados fossem confirmados conforme o acordo prévio com ele, sob pena de invalidar a operação. Disse que após a confirmação feita pelo BANCO ITAU ele enviaria o link do BANCO ITAU p/ fazer a biometria facial, recebi o link com os dados do BANCO ITAU, e por isso acreditei. Ao me ligar, questionei sobre selecionar no SIGEPE a opção novo contrato e não portabilidade, já que o banco estava comprando minha dívida, mas fui informada que o BANCO ITAU trabalha com amortização de saldo devedor por isso entraria como CONTRATO NOVO e o valor cobrado será menor que minha parcela anterior. Questionei sobre o desconto: como seria realizado e se essa operação se tratava realmente de PORTABILIDADE? Como seria confirmada pelo Banco? Ela afirmou categoricamente que sim: SERIA CONTRATO DE PORTABILIDADE e que no mês seguinte à operação, o desconto em nome do Banco Santander deixaria de ser re1,alizado e apenas seria descontado em folha o valor de 3 PRESTACAO ,Em nome do BANCO ITAU. O representante informou que me enviaria um boleto p/ devolução do valor creditado pelo BANCO ITAU o valor não entrar como nova dívida. t Hoje RECEBEI RH NO MEU TRABALHO ME MOSTROU CONTRA CHEGQUE ACONTECEU 3PRESTACAO DESCONTADO FOLHA CONTRA CHEQE NAO FUI FIZ NAO ACONTECE PROVALMENTE FOI PESSOA PRESTACAO contato c novamente informando que no meu contracheque estou com Três dívidas de empréstimo. O representante informou que o BANCO Itaú possui vários processos de contrato e a medida em que os contratos vão sendo encerrados , o banco vai receber a minha ficha como compra de dívida, por este motivo estou recebendo em meu contracheque a cobrança de duas dívidas. Disse que o valor que foi depositado Disse que o valor que foi depositado pelo Disse que o valor que foi depositado pelo BANCO ita",,,499
317197,11,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,8
317198,12,"Esse contrato foi Liquidado no mês 02/2024, na prévia do mês 3 ainda consta o valor para descontar. Sem sucesso de entrar em contato com o banco pra interromper o desconto.",,,31
317199,11,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317200,10,"Na tentativa de limpar o nome o mais rápido possível, realizei acordo com o banco Inter na plataforma Desenrola Brasil , ainda assim o Banco Inter dificulta a 2a via deste contratos, e ainda fizeram mais dívidas e pagamento de créditos e empréstimos em meu nome e sem minha autorização e para conta de terceiros. Ao realizar o boletim de ocorrência os policiais não abriram e me encaminharam aos  bancos.",,,70
317200,11,"Na tentativa de limpar o nome o mais rápido possível, realizei acordo com o banco Inter na plataforma Desenrola Brasil , ainda assim o Banco Inter dificulta a 2a via deste contratos, e ainda fizeram mais dívidas e pagamento de créditos e empréstimos em meu nome e sem minha autorização e para conta de terceiros. Ao realizar o boletim de ocorrência os policiais não abriram e me encaminharam aos  bancos.",,,70
317200,12,"Na tentativa de limpar o nome o mais rápido possível, realizei acordo com o banco Inter na plataforma Desenrola Brasil , ainda assim o Banco Inter dificulta a 2a via deste contratos, e ainda fizeram mais dívidas e pagamento de créditos e empréstimos em meu nome e sem minha autorização e para conta de terceiros. Ao realizar o boletim de ocorrência os policiais não abriram e me encaminharam aos  bancos.",,,70
317201,10,"Por gentileza, gostaria de solicitar esse desconto no meu contracheque, não tenho mais vínculo com a CAURN. Já solicitei essa exclusão na própria CAURN, setor de RH da UFRN e do IFB, mas ninguém consegue excluir, e o próprio sistema não permite eu excluir, diz que esse desconto está desativado, mas todo mês está vindo...segue a carta de portabilidade da CAURN, comprovando que não tenho mais vínculo com eles. Portanto, por favor, excluir esse desconto. Obrigado.",,,76
317201,11,"Por gentileza, gostaria de solicitar esse desconto no meu contracheque, não tenho mais vínculo com a CAURN. Já solicitei essa exclusão na própria CAURN, setor de RH da UFRN e do IFB, mas ninguém consegue excluir, e o próprio sistema não permite eu excluir, diz que esse desconto está desativado, mas todo mês está vindo...segue a carta de portabilidade da CAURN, comprovando que não tenho mais vínculo com eles. Portanto, por favor, excluir esse desconto. Obrigado.",,,76
317201,12,"Por gentileza, gostaria de solicitar esse desconto no meu contracheque, não tenho mais vínculo com a CAURN. Já solicitei essa exclusão na própria CAURN, setor de RH da UFRN e do IFB, mas ninguém consegue excluir, e o próprio sistema não permite eu excluir, diz que esse desconto está desativado, mas todo mês está vindo...segue a carta de portabilidade da CAURN, comprovando que não tenho mais vínculo com eles. Portanto, por favor, excluir esse desconto. Obrigado.",,,76
317202,10,"Boa noite ¿ meu é interditado é incapaz, venho pedir a suspensão de todos os contratos de consignação, e comunicar que ele não responde pelos atos , as instituições financeiras insiste em praticar este procedimento, sem que tenha a autorização  da justiça ou por mim seu curador que sou responsável . Agradeço",,,52
317203,10,"Conforme a solicitação anterior venho solicitar a suspensão de todos os contratos de imprestimo consignado, porque meu pai é interditado por ser considerado e incapaz  de responder por qualquer ato praticado !! Obrigado",,,33
317204,10,"Boa noite.. conforme solicitação anterior venho pedir a suspensão dos contratos de consignação por se tratar de uma pessoa incapaz é interditado , as instituições financeiras não estão não respeita a lei portanto gostaria de encarecidamente , segue o laudo  Obrigado pela atenção!!",,,43
317205,10,Gostaria de pedir a suspensão de todos os contratos de concessão de todos contratos de concessão de consignação,,,18
317206,10,"Boa noite  conforme solicitado anteriormente gostaria  de pedir a suspensão de todos os empréstimos consignado , motivo de ser uma pessoa interditanda por ele não responde  pelo atos da vida cível",,,31
317207,10,"eu vim pedir pra cancelar esse seguro pois nao tenho mais interesse no mesmo ,minha renda ta baixinha e eu peço o cancelamento",,,23
317208,12,"Contrato já foi quitado desde 01/02/2024 e permanece constando no meu contracheque,  ainda na prévia de março! Fevereiro houve o desconto e a devolução na conta mas de novo neste mês?",,,31
317209,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,8
317210,11,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,8
317211,12,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,10
317212,11,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,9
317213,12,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,7
317214,10,"Venho através desta, questionar o porquê do aumento do desconto em minha folha de pagamento no valor que era 288,40 reais, para 318,19 reais.  Em 05/03/2024 liguei para o Banco BMG o porquê não constava parcelas pagas e quantas faltavam para eu quitar esse empréstimo visto que a vários anos pagos valores diferenciados no meu Contra cheque e também paguei  valores que me pediam via desconto em minha conta corrente bancária.  Na época como abatimento no valor informado que o BMG alegava eu dever .Venho tentando a vários anos resolver esta situação com o mesmo, mais dificuldade no atendimento e acordo que podesse resolver meu sofrimento no qual eu não aguento mais. Quando me informavam o valor devido e eu fazia abatimento do mesmo ficando perto de encerrar o valor informado pelo mesmo e as parcelas continuavam e ainda me precionavam para fazer empréstimo com valores irrisórios através de telefonemas  para minha residência onde a mesma estava em  reforma na época. Gostaria que meu Órgão me ajudasse a resolver essa terrível situação. Além do aumento da parcela, o banco enviou uma carta do Serasa dizendo que eu devo um Capital de R$7.082,95 ao BMG, valor este absurdo, visto que somente no ano de 2017 à 2023 foram descontado um valor total de R$20.734,59 observado no Demonstrativo de Rendimentos Anual do Servidor.    Outros valores descontados, não foram citados antes do ano de 2017 onde tenho certeza que descontos deste Banco BMG vem sendo bem antes do ano de 2010.  Solicitei uma cópia do Contrato do Cartão consignado citado no início do requerimento e qual números de parcelas  ou valor para encerrar esse desconto em folha.   O que recebi foi um Áudio no qual séria a cópia do contrato mais um a carta informando que meu nome estava indo para o Serasa por causa de um débito citado anteriormente de R$7.082,95     Atenciosamente  Luciano Benício do Nascimento Filho",,,315
317215,11,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,8
317216,10,Exclusão exclusão exclusão exclusão exclusão exclusão exclusão exclusão,,,8
317217,10,"Não tem do q eu falei não ¿¿ foi desse jeito ok eu falei que o banco BMG não desconta as parcelas pagas no meu contracheque de 117, reais e não dáo baixa pra mim ok é como se eu não tivesse pagando nada e vocês acha isso certo e ainda concordam eu vou perguntar o decon eu vou atrás de saber se isso tá certo minha dívida não diminui nunca",,,71
317218,10,"Nao contratei, nunca ouvi falar dessa facts, nso assinei nada, e golpe.",,,12
317219,10,"Eu não fiz essa autorização, preciso q retirem c urgência esse desconto do meu contracheque.",,,15
317220,10,"Estam descontando 2 valores de 277,90 + 152,27 esse mês já aumentou um pouco ok devo fazer",,,17
317221,10,"Contrato assinado virtualmente  em 14 de dezembro de 2023, de um  cartão consignado, valor do saque valor  $3461,00 em 96x $ 145,45, vencimento da primeira parcela em 10 de fevereiro de 2024. Contrato não cumprido pelo banco Master Valor depositado após a assinatura, menor que o contrato,  $ 2.777,51 , Sem meu conte autorização a primeira parcela foi feita em meu salário de janeiro, com valor diferente do acordo Um seguro foi cobrada com boleto e em desconto em folha  Quando questionei que cobrança em boleto,em janeiro/2024 , descobri que era seguro, que havia sido imbutido no limite do cartão, cancelei este seguro. O meu cartão físico, , desde dezembro/023  Até a presente data 17/03/2024, não chegou em minha residência  sempre uma desculpa, por não ter sido entregue, por último informaram que eu havia mudado de endereço. Descobri que. Os juros cobrados, são superiores ao que é limite deste cartão consignado emergencial, e ninguém  do banco Master  CREDCESTA tá informa ou esclare  as cláusulas que imbutiram no contrato, ,fraudam  e nós ocultam as cláusulas , que estamos assinado virtualmente, com nossa foto, pois o contrato só é apresentado após a assinatura virtual. Ai, vc solicito um contrato novo , com os valores depositado corretamente, nós enviam Um contrato, com o valor depositado, mas com as parcelas do contratado assinado anteriormente. Em anexo envio os dois contatos, o primeiro assinado virtualmente,  e .o segundo com o valor do depósito feito, mas como eu não havia assinado virtualmente , mantiveram  os valores das parcelas do primeiro contrato. Portando, este banco Master é uma fraude. Solicito imediata reparação , minha margem, liberada, deste contrato, fraudulento e enganoso, , a parcela debitada em meu pato de janeiro , ,devolvida, assim como , cancelado este banco Master CREDCESTA, em minha margem, com desconto em folha. Muitas pessoas aposentadas estão passando e reclamando no Site do Reclame aqui, as mesmas situações, sem cartão físico, as parcelas saindo no desconto em folha, , sem  compromisso com o idoso, e os aposentados.",,,334
317222,12,Eu quitei o empréstimo em janeiro de 2024 e aínda continuam descontando do contracheque. Na metade de fevereiro entrei em contato com a Caixa reclamando e falaram que iriam cancelar o desconto. Acontece que saiu a prévia do contracheque de março 2024 e o desconto permanece. Um absurdo!,,,48
317223,10,"Por gentileza, gostaria de solicitar esse desconto no meu contracheque, não tenho mais vínculo com a CAURN. Já solicitei essa exclusão na própria CAURN, setor de RH da UFRN e do IFB, mas ninguém consegue excluir, e o próprio sistema não permite eu excluir, diz que esse desconto está desativado, mas todo mês está vindo...segue a carta de portabilidade da CAURN, comprovando que não tenho mais vínculo com eles. Por gentileza, excluir esse desconto. Obrigado",,,75
